id,familyId,barcode,barcodeType,barcodeSource,barcodeStatus,confidence,name,brand,category,unit,packSize,price,stock,isBulk
365,FAM-0346,PRD-000256,CODE128,Internal,INTERNAL,Low,Raid Fleet Big Insecticide,Generic,Insecticides,Piece,1,3700.00,85,false
366,FAM-0347,PRD-000257,CODE128,Internal,INTERNAL,Low,Rambo Fleet Small Insecticide,Generic,Insecticides,Piece,1,2200.00,130,false
367,FAM-0348,PRD-000258,CODE128,Internal,INTERNAL,Low,Baygon Fleet Small Insecticide,Generic,Insecticides,Piece,1,2700.00,110,false
368,FAM-0349,PRD-000259,CODE128,Internal,INTERNAL,Low,Baygon Fleet Big Insecticide,Generic,Insecticides,Piece,1,4500.00,75,false
369,FAM-0350,PRD-000260,CODE128,Internal,INTERNAL,Low,Goodnight Fleet Small Insecticide,Generic,Insecticides,Piece,1,2400.00,120,false
370,FAM-0351,PRD-000261,CODE128,Internal,INTERNAL,Low,Mortein Fleet Small Insecticide,Generic,Insecticides,Piece,1,3000.00,100,false
371,FAM-0352,CTN-000100,CODE128,Internal,INTERNAL,Low,Mortein Fleet Small (Bag),Generic,Insecticides,Carton,24,6000.00,40,true
372,FAM-0353,PRD-000262,CODE128,Internal,INTERNAL,Low,Drummer Air Freshener Block,Generic,Household,Piece,1,2400.00,110,false
373,FAM-0354,PRD-000263,CODE128,Internal,INTERNAL,Low,Power Shot Fleet Small Insecticide,Generic,Insecticides,Piece,1,2100.00,130,false
374,FAM-0355,PRD-000264,CODE128,Internal,INTERNAL,Low,Sniper Fleet White Small,Sniper,Insecticides,Piece,1,2100.00,140,false
375,FAM-0356,CTN-000101,CODE128,Internal,INTERNAL,Low,Sniper Fleet White (Bag),Sniper,Insecticides,Carton,24,4200.00,50,true
376,FAM-0357,PRD-000265,CODE128,Internal,INTERNAL,Low,Sniper Fleet Yellow Small,Sniper,Insecticides,Piece,1,2100.00,140,false
377,FAM-0358,CTN-000102,CODE128,Internal,INTERNAL,Low,Sniper Fleet Yellow (Bag),Sniper,Insecticides,Carton,24,4200.00,50,true
378,FAM-0359,PRD-000266,CODE128,Internal,INTERNAL,Low,Sniper Fleet Black Small,Sniper,Insecticides,Piece,1,2200.00,130,false
379,FAM-0360,CTN-000103,CODE128,Internal,INTERNAL,Low,Sniper Fleet Black (Bag),Sniper,Insecticides,Carton,24,4400.00,50,true
380,FAM-0361,PRD-000267,CODE128,Internal,INTERNAL,Low,Goya Extra Virgin Olive Oil Bottle,Generic,Personal Care,Piece,1,2200.00,110,false
381,FAM-0362,PRD-000268,CODE128,Internal,INTERNAL,Low,Goya Extra Virgin Olive Oil Plastic,Generic,Personal Care,Piece,1,1200.00,150,false
382,FAM-0363,PRD-000269,CODE128,Internal,INTERNAL,Low,Veet Hair Remover Cream Tube,Generic,Personal Care,Piece,1,4000.00,80,false
383,FAM-0364,PRD-000270,CODE128,Internal,INTERNAL,Low,Air Wick Room Spray 300ml,Air Wick,Household,Piece,1,2500.00,100,false
384,FAM-0365,PRD-000271,CODE128,Internal,INTERNAL,Low,Freshmatic Automatic Kit Complete,Generic,Household,Piece,1,4500.00,60,false
385,FAM-0366,PRD-000272,CODE128,Internal,INTERNAL,Low,Shaving Bic 1 (Roll),Generic,Personal Care,Piece,1,1500.00,140,false
386,FAM-0367,PRD-000273,CODE128,Internal,INTERNAL,Low,Shaving Bic Dorco (Roll),Generic,Personal Care,Piece,1,1200.00,160,false
387,FAM-0368,PRD-000274,CODE128,Internal,INTERNAL,Low,Rexona Roll-on Deodorant 50ml,Generic,Personal Care,Piece,1,1500.00,140,false
388,FAM-0369,PRD-000275,CODE128,Internal,INTERNAL,Low,Nivea Deodorant Spray 200ml,Generic,Personal Care,Piece,1,3000.00,100,false
389,FAM-0370,PRD-000276,CODE128,Internal,INTERNAL,Low,Nivea Roll-on Deodorant 50ml,Generic,Personal Care,Piece,1,1900.00,130,false
390,FAM-0371,6156000032214,EAN13,Manufacturer,VERIFIED,High,Golden Penny Spaghettini 500g (Piece),Golden Penny,Pantry,Piece,1,950.00,180,false
391,FAM-0372,16156000032211,ITF14,Manufacturer,VERIFIED,High,Golden Penny Spaghettini (Carton),Golden Penny,Pantry,Carton,24,19000.00,30,true
392,FAM-0373,6156000032207,EAN13,Manufacturer,VERIFIED,High,Golden Penny Spaghetti 500g (Piece),Golden Penny,Pantry,Piece,1,950.00,180,false
394,FAM-0375,PRD-000279,CODE128,Internal,INTERNAL,Low,Auntie Bee B Spaghettini 500g (Piece),Generic,Pantry,Piece,1,870.00,190,false
395,FAM-0376,CTN-000106,CODE128,Internal,INTERNAL,Low,Auntie Bee B Spaghettini (Carton),Generic,Pantry,Carton,24,17300.00,30,true
396,FAM-0377,PRD-000280,CODE128,Internal,INTERNAL,Low,Auntie Bee B Spaghetti 500g (Piece),Generic,Pantry,Piece,1,870.00,190,false
397,FAM-0378,CTN-000107,CODE128,Internal,INTERNAL,Low,Auntie Bee B Spaghetti (Carton),Generic,Pantry,Carton,24,17300.00,30,true
398,FAM-0379,PRD-000281,CODE128,Internal,INTERNAL,Low,Golden Penny Macaroni Big (Piece),Golden Penny,Pantry,Piece,1,950.00,180,false
399,FAM-0380,CTN-000108,CODE128,Internal,INTERNAL,Low,Golden Penny Macaroni Big (Carton),Golden Penny,Pantry,Carton,24,19000.00,30,true
400,FAM-0381,PRD-000282,CODE128,Internal,INTERNAL,Low,Golden Penny Macaroni Small (Piece),Golden Penny,Pantry,Piece,1,500.00,220,false
401,FAM-0382,CTN-000109,CODE128,Internal,INTERNAL,Low,Golden Penny Macaroni Small (Carton),Golden Penny,Pantry,Carton,24,9800.00,35,true
402,FAM-0383,6156000032283,EAN13,Manufacturer,VERIFIED,High,Golden Penny Semovita 500g (Piece),Golden Penny,Pantry,Piece,1,800.00,180,false
403,FAM-0384,CTN-000110,CODE128,Internal,INTERNAL,Low,Golden Penny Semovita 500g (Bag),Golden Penny,Pantry,Carton,24,15400.00,30,true
404,FAM-0385,6156000032290,EAN13,Manufacturer,VERIFIED,High,Golden Penny Semovita 1kg (Piece),Golden Penny,Pantry,Piece,1,1600.00,130,false
405,FAM-0386,CTN-000111,CODE128,Internal,INTERNAL,Low,Golden Penny Semovita 1kg (Bag),Golden Penny,Pantry,Carton,24,15300.00,25,true
406,FAM-0387,6156000032306,EAN13,Manufacturer,VERIFIED,High,Golden Penny Semovita 2kg (Piece),Golden Penny,Pantry,Piece,1,3200.00,90,false
407,FAM-0388,CTN-000112,CODE128,Internal,INTERNAL,Low,Golden Penny Semovita 2kg (Bag),Golden Penny,Pantry,Carton,24,15300.00,20,true
408,FAM-0389,CTN-000113,CODE128,Internal,INTERNAL,Low,Golden Penny Semovita 5kg (Bag),Golden Penny,Pantry,Carton,24,7700.00,60,true
409,FAM-0390,CTN-000114,CODE128,Internal,INTERNAL,Low,Golden Penny Semovita 10kg (Bag),Golden Penny,Pantry,Carton,24,14800.00,40,true
410,FAM-0391,PRD-000286,CODE128,Internal,INTERNAL,Low,Honeywell Semolina 1kg (Piece),Generic,Pantry,Piece,1,1600.00,130,false
411,FAM-0392,CTN-000115,CODE128,Internal,INTERNAL,Low,Honeywell Semolina 1kg (Bag),Generic,Pantry,Carton,24,15300.00,25,true
412,FAM-0393,PRD-000287,CODE128,Internal,INTERNAL,Low,Honeywell Semolina 2kg (Piece),Generic,Pantry,Piece,1,3200.00,90,false
413,FAM-0394,CTN-000116,CODE128,Internal,INTERNAL,Low,Honeywell Semolina 2kg (Bag),Generic,Pantry,Carton,24,15200.00,20,true
414,FAM-0395,CTN-000117,CODE128,Internal,INTERNAL,Low,Honeywell Semolina 5kg (Bag),Generic,Pantry,Carton,24,7700.00,60,true
415,FAM-0396,CTN-000118,CODE128,Internal,INTERNAL,Low,Honeywell Semolina 10kg (Bag),Generic,Pantry,Carton,24,14700.00,40,true
416,FAM-0397,PRD-000288,CODE128,Internal,INTERNAL,Low,Honeywell / G.P Wheat 1kg (Piece),Generic,Pantry,Piece,1,1250.00,150,false
417,FAM-0398,CTN-000119,CODE128,Internal,INTERNAL,Low,Honeywell / G.P Wheat 1kg (Bag),Generic,Pantry,Carton,24,12000.00,30,true
418,FAM-0399,PRD-000289,CODE128,Internal,INTERNAL,Low,Pap 20g Jar Checkers (Piece),Checkers,Breakfast,Piece,1,615.00,180,false
419,FAM-0400,CTN-000120,CODE128,Internal,INTERNAL,Low,Pap 20g Jar Checkers (Carton),Checkers,Breakfast,Carton,24,17700.00,30,true
420,FAM-0401,PRD-000290,CODE128,Internal,INTERNAL,Low,3in1 Easy Jar Checkers 400g (Piece),Checkers,Breakfast,Piece,1,4500.00,80,false
421,FAM-0402,CTN-000121,CODE128,Internal,INTERNAL,Low,3in1 Easy Jar Checkers (Carton),Checkers,Breakfast,Carton,24,14600.00,20,true
422,FAM-0403,PRD-000291,CODE128,Internal,INTERNAL,Low,Checkers Custard 3in1 2kg Jar (Piece),Checkers,Breakfast,Piece,1,4500.00,80,false
423,FAM-0404,CTN-000122,CODE128,Internal,INTERNAL,Low,Checkers Custard 3in1 2kg (Carton),Checkers,Breakfast,Carton,24,17800.00,20,true
424,FAM-0405,PRD-000292,CODE128,Internal,INTERNAL,Low,Checkers Custard Vanilla 2kg Jar (Piece),Checkers,Breakfast,Piece,1,4500.00,80,false
425,FAM-0406,CTN-000123,CODE128,Internal,INTERNAL,Low,Checkers Custard Vanilla 2kg (Carton),Checkers,Breakfast,Carton,24,13500.00,20,true
426,FAM-0407,PRD-000293,CODE128,Internal,INTERNAL,Low,Checkers Custard Vanilla 400g Refill (Piece),Checkers,Breakfast,Piece,1,900.00,160,false
427,FAM-0408,CTN-000124,CODE128,Internal,INTERNAL,Low,Checkers Custard Vanilla 400g Refill (Carton),Checkers,Breakfast,Carton,24,14000.00,30,true
428,FAM-0409,PRD-000294,CODE128,Internal,INTERNAL,Low,Checkers Custard Vanilla 1kg Refill (Piece),Checkers,Breakfast,Piece,1,1850.00,120,false
429,FAM-0410,CTN-000125,CODE128,Internal,INTERNAL,Low,Checkers Custard Vanilla 1kg Refill (Carton),Checkers,Breakfast,Carton,24,14500.00,25,true
430,FAM-0411,PRD-000295,CODE128,Internal,INTERNAL,Low,Checkers Custard 3in1 700g Refill (Piece),Checkers,Breakfast,Piece,1,2850.00,95,false
431,FAM-0412,CTN-000126,CODE128,Internal,INTERNAL,Low,Checkers Custard 3in1 700g Refill (Carton),Checkers,Breakfast,Carton,24,16300.00,20,true
432,FAM-0413,PRD-000296,CODE128,Internal,INTERNAL,Low,Checkers Custard 3in1 45g Sachets (Roll),Checkers,Breakfast,Piece,1,1950.00,120,false
433,FAM-0414,CTN-000127,CODE128,Internal,INTERNAL,Low,Checkers Custard 3in1 Sachets (Carton),Checkers,Breakfast,Carton,50,15500.00,25,true
434,FAM-0415,PRD-000297,CODE128,Internal,INTERNAL,Low,Checkers Custard Vanilla 400g Jar (Piece),Checkers,Breakfast,Piece,1,1200.00,140,false
435,FAM-0416,CTN-000128,CODE128,Internal,INTERNAL,Low,Checkers Custard Vanilla 400g Jar (Carton),Checkers,Breakfast,Carton,24,13800.00,25,true
436,FAM-0417,PRD-000298,CODE128,Internal,INTERNAL,Low,Checkers Custard Vanilla 1kg Jar (Piece),Checkers,Breakfast,Piece,1,3000.00,90,false
437,FAM-0418,CTN-000129,CODE128,Internal,INTERNAL,Low,Checkers Custard Vanilla 1kg Jar (Carton),Checkers,Breakfast,Carton,24,11900.00,20,true
438,FAM-0419,PRD-000299,CODE128,Internal,INTERNAL,Low,Checkers Custard 4in1 1kg Jar (Piece),Checkers,Breakfast,Piece,1,3000.00,90,false
439,FAM-0420,CTN-000130,CODE128,Internal,INTERNAL,Low,Checkers Custard 4in1 1kg Jar (Carton),Checkers,Breakfast,Carton,24,11900.00,20,true
440,FAM-0421,PRD-000300,CODE128,Internal,INTERNAL,Low,Checkers Banana Sachets 45g (Roll),NAN,Breakfast,Piece,1,1050.00,140,false
441,FAM-0422,CTN-000131,CODE128,Internal,INTERNAL,Low,Checkers Banana Sachets (Carton),NAN,Breakfast,Carton,50,12900.00,30,true
442,FAM-0423,PRD-000301,CODE128,Internal,INTERNAL,Low,Checkers Vanilla Sachets 45g (Roll),Checkers,Breakfast,Piece,1,1050.00,140,false
443,FAM-0424,CTN-000132,CODE128,Internal,INTERNAL,Low,Checkers Vanilla Sachets (Carton),Checkers,Breakfast,Carton,50,12900.00,30,true
444,FAM-0425,PRD-000302,CODE128,Internal,INTERNAL,Low,Checkers Pap 45g Sachets (Roll),Checkers,Breakfast,Piece,1,1650.00,130,false
445,FAM-0425,CTN-000133,CODE128,Internal,INTERNAL,Low,Checkers Pap 45g Sachets (Carton),Checkers,Breakfast,Carton,50,12900.00,25,true
446,FAM-0426,CTN-000134,CODE128,Internal,INTERNAL,Low,Skiddo Celebration Sweet x 39 (Bag),Generic,Confectionery,Carton,39,3300.00,110,true
447,FAM-0427,CTN-000135,CODE128,Internal,INTERNAL,Low,Skiddo Crunch Sweet x 39 (Bag),Generic,Confectionery,Carton,39,3300.00,110,true
448,FAM-0428,CTN-000136,CODE128,Internal,INTERNAL,Low,Cheeseballs Snack x 50 (Pack),Generic,Snacks,Carton,50,4000.00,90,true
449,FAM-0429,CTN-000137,CODE128,Internal,INTERNAL,Low,Classic Peanut 35g x 78 (Bag),Generic,Snacks,Carton,78,7000.00,80,true
450,FAM-0430,CTN-000138,CODE128,Internal,INTERNAL,Low,Party Chips Snack x 50 (Bag),Generic,Snacks,Carton,50,2300.00,120,true
451,FAM-0431,CTN-000139,CODE128,Internal,INTERNAL,Low,Popstar Popcorn Bag x 50 (Bag),Popstar,Snacks,Carton,50,4900.00,85,true
452,FAM-0432,PRD-000303,CODE128,Internal,INTERNAL,Low,Tom Tom Menthol Candy (Piece),Tom Tom,Confectionery,Piece,1,950.00,180,false
453,FAM-0433,CTN-000140,CODE128,Internal,INTERNAL,Low,Tom Tom Menthol Candy (Carton),Tom Tom,Confectionery,Carton,24,21500.00,25,true
454,FAM-0434,PRD-000304,CODE128,Internal,INTERNAL,Low,Vicks Blue / Lemon Menthol (Piece),Vicks,Confectionery,Piece,1,600.00,200,false
455,FAM-0435,CTN-000141,CODE128,Internal,INTERNAL,Low,Vicks Blue / Lemon (Carton),Vicks,Confectionery,Carton,24,13500.00,30,true
456,FAM-0436,PRD-000305,CODE128,Internal,INTERNAL,Low,Buttermint Chewy Candy (Piece),Buttermint,Confectionery,Piece,1,950.00,180,false
457,FAM-0437,CTN-000142,CODE128,Internal,INTERNAL,Low,Buttermint Chewy Candy (Carton),Buttermint,Confectionery,Carton,24,21500.00,25,true
458,FAM-0438,PRD-000306,CODE128,Internal,INTERNAL,Low,4in1 Custard Checkers 400g Jar (Piece),Checkers,Breakfast,Piece,1,2000.00,110,false
459,FAM-0439,CTN-000143,CODE128,Internal,INTERNAL,Low,4in1 Custard Checkers 400g (Carton),Checkers,Breakfast,Carton,24,11500.00,25,true
460,FAM-0440,6009647690272,EAN13,Manufacturer,VERIFIED,High,Sunripe Whole Canned Sweetcorn 340g (Piece),Sunripe,Pantry,Piece,1,1200.00,100,false
461,FAM-0441,16009647690279,ITF14,Manufacturer,VERIFIED,High,Sunripe Whole Canned Sweetcorn (Carton of 12),Sunripe,Pantry,Carton,12,13500.00,20,true
462,FAM-0442,6009647693204,EAN13,Manufacturer,VERIFIED,High,Sunripe Canned Baked Beans 410g (Piece),Sunripe,Pantry,Piece,1,1100.00,100,false
463,FAM-0443,16009647693201,ITF14,Manufacturer,VERIFIED,High,Sunripe Canned Baked Beans (Carton of 12),Sunripe,Pantry,Carton,12,12000.00,20,true
464,FAM-0444,6009647690593,EAN13,Manufacturer,VERIFIED,High,Sunripe Canned Mixed Vegetables 400g (Piece),Sunripe,Pantry,Piece,1,1400.00,100,false
465,FAM-0445,16009647690590,ITF14,Manufacturer,VERIFIED,High,Sunripe Canned Mixed Vegetables (Carton of 12),Sunripe,Pantry,Carton,12,15500.00,20,true
466,FAM-0446,8852707200144,EAN13,Manufacturer,VERIFIED,High,Geisha Mackerel in Tomato Sauce 155g (Piece),Geisha,Pantry,Piece,1,900.00,100,false
467,FAM-0447,18852707200141,ITF14,Manufacturer,VERIFIED,High,Geisha Mackerel in Tomato Sauce (Carton of 50),Geisha,Pantry,Carton,50,42000.00,15,true
468,FAM-0448,3553460000112,EAN13,Manufacturer,VERIFIED,High,Titus Sardines in Vegetable Oil 125g (Piece),Titus,Pantry,Piece,1,1000.00,100,false
469,FAM-0449,13553460000119,ITF14,Manufacturer,VERIFIED,High,Titus Sardines in Vegetable Oil (Carton of 50),Titus,Pantry,Carton,50,47500.00,15,true
470,FAM-0450,4897052890231,EAN13,Manufacturer,VERIFIED,High,Gino Tomato Paste 70g Sachet (Piece),Gino,Pantry,Piece,1,300.00,150,false
471,FAM-0451,14897052890238,ITF14,Manufacturer,VERIFIED,High,Gino Tomato Paste 70g (Carton of 50),Gino,Pantry,Carton,50,13500.00,20,true
472,FAM-0452,CTN-000144,CODE128,Internal,INTERNAL,Low,Indomie Chicken Flavour Quarter Carton (10 packs),Indomie,Pantry,Carton,10,3200.00,50,true
473,FAM-0453,CTN-000145,CODE128,Internal,INTERNAL,Low,Indomie Chicken Flavour Half Carton (20 packs),Indomie,Pantry,Carton,20,6200.00,30,true
474,FAM-0454,1089686120070,ITF14,Manufacturer,VERIFIED,High,Indomie Chicken Flavour Full Carton (40 packs),Indomie,Pantry,Carton,40,12000.00,20,true
477,FAM-0457,6151100037817,EAN13,Manufacturer,VERIFIED,High,Maggi Star Cube 100-Cube Pack (Piece),Maggi,Spices,Piece,1,1400.00,150,false
478,FAM-0458,16151100037814,ITF14,Manufacturer,VERIFIED,High,Maggi Star Cube 100-Cube (Carton of 24),Maggi,Spices,Carton,24,31500.00,20,true
479,FAM-0459,5000184161028,EAN13,Manufacturer,VERIFIED,High,Knorr Chicken Bouillon Cubes 80g (Piece),Knorr,Spices,Piece,1,650.00,200,false
480,FAM-0460,15000184161025,ITF14,Manufacturer,VERIFIED,High,Knorr Chicken Bouillon Cubes (Carton of 48),Knorr,Spices,Carton,48,28800.00,25,true
481,FAM-0461,6161102000740,EAN13,Manufacturer,VERIFIED,High,Morning Fresh Dishwashing Liquid 750ml (Bottle),Morning Fresh,Cleaning,Piece,1,2200.00,100,false
482,FAM-0462,16161102000747,ITF14,Manufacturer,VERIFIED,High,Morning Fresh Dishwashing Liquid 750ml (Carton of 12),Morning Fresh,Cleaning,Carton,12,24500.00,20,true
483,FAM-0463,6161100950153,EAN13,Manufacturer,VERIFIED,High,Dettol Antiseptic Liquid 250ml (Bottle),Dettol,Cleaning,Piece,1,3500.00,90,false
484,FAM-0464,16161100950150,ITF14,Manufacturer,VERIFIED,High,Dettol Antiseptic Liquid 250ml (Carton of 24),Dettol,Cleaning,Carton,24,78000.00,15,true
485,FAM-0465,6001106118167,EAN13,Manufacturer,VERIFIED,High,Harpic Power Plus Toilet Cleaner 500ml (Bottle),Harpic,Cleaning,Piece,1,2500.00,80,false
486,FAM-0466,16001106118164,ITF14,Manufacturer,VERIFIED,High,Harpic Power Plus 500ml (Carton of 12),Harpic,Cleaning,Carton,12,28000.00,15,true
487,FAM-0467,6154000010102,EAN13,Manufacturer,VERIFIED,High,Eva Still Water 50cl (Single Bottle),Eva,Beverages,Piece,1,150.00,200,false
488,FAM-0468,16154000010109,ITF14,Manufacturer,VERIFIED,High,Eva Still Water 50cl (Carton of 24),Eva,Beverages,Carton,24,3200.00,40,true
489,FAM-0469,6151000012346,EAN13,Manufacturer,VERIFIED,High,Pepsi 50cl PET Bottle (Single),Pepsi,Beverages,Piece,1,400.00,150,false
490,FAM-0470,16151000012343,ITF14,Manufacturer,VERIFIED,High,Pepsi 50cl PET Bottle (Carton of 12),Pepsi,Beverages,Carton,12,4400.00,30,true
491,FAM-0471,6151000014449,EAN13,Manufacturer,VERIFIED,High,7Up 50cl PET Bottle (Single),7Up,Beverages,Piece,1,400.00,150,false
492,FAM-0472,6151000010243,EAN13,Manufacturer,VERIFIED,High,Malta Guinness 33cl Can (Single),Malta Guinness,Beverages,Piece,1,700.00,150,false
493,FAM-0473,16151000010240,ITF14,Manufacturer,VERIFIED,High,Malta Guinness 33cl (Carton of 24),Malta Guinness,Beverages,Carton,24,15500.00,25,true
494,FAM-0474,6154000015404,EAN13,Manufacturer,VERIFIED,High,Kings oil 1litre 1 piece,Devon King's,Pantry,Piece,1,2800.00,80,false
495,FAM-0475,6154000102357,EAN13,Manufacturer,VERIFIED,High,Freshly yoghurt 125ml carton,FreshYo,Beverages,Piece,1,300.00,150,false
497,FAM-0477,6156000261201,EAN13,Manufacturer,VERIFIED,High,Cway bottle water,Cway,Beverages,Piece,1,200.00,200,false
498,FAM-0478,5449000293824,EAN13,Manufacturer,VERIFIED,High,COCA-COLA ORIG 600ML 1 piece,Generic,Pantry,Piece,1,1000.00,100,false
499,FAM-0479,6154000041540,EAN13,Manufacturer,VERIFIED,High,Golden penny pasta twist 200g piece,Generic,Pantry,Piece,1,1000.00,100,false
500,FAM-0480,8410300572671,EAN13,Manufacturer,VERIFIED,High,Gino Thyme powder satchet roll,Generic,Pantry,Piece,1,1000.00,100,false
501,FAM-0481,8410300366324,EAN13,Manufacturer,VERIFIED,High,Gino Curry powder satchet roll,Generic,Pantry,Piece,1,1000.00,100,false
502,FAM-0482,6156000133843,EAN13,Manufacturer,VERIFIED,High,TomatoGood Tomato mix 1.1kg piece,Generic,Pantry,Piece,1,1000.00,100,false
503,FAM-0483,875234945867,EAN13,Manufacturer,VERIFIED,High,Marvico Foods Udu Corn flakes 500g,Generic,Pantry,Piece,1,1000.00,100,false
504,FAM-0484,6154000230470,EAN13,Manufacturer,VERIFIED,High,Golden Penny mayonnaise 450g,Generic,Pantry,Piece,1,1000.00,100,false
505,FAM-0485,5010182990193,EAN13,Manufacturer,VERIFIED,High,BAYGON 300ML,Generic,Pantry,Piece,1,1000.00,100,false
506,FAM-0486,6921269118609,EAN13,Manufacturer,VERIFIED,High,Dry love sanitary napkin pad  1roll,Generic,Pantry,Piece,1,1000.00,100,false
507,FAM-0487,6154000060688,EAN13,Manufacturer,VERIFIED,High,Auntie B pasta spaghetti 500g,Generic,Pantry,Piece,1,1000.00,100,false
508,FAM-0488,6156000022666,EAN13,Manufacturer,VERIFIED,High,Honeywell Macaroni cavatto  500g,Generic,Pantry,Piece,1,1000.00,100,false
509,FAM-0489,3254474000005,EAN13,Manufacturer,VERIFIED,High,Green giant sweet corn 184ml,Generic,Pantry,Piece,1,1000.00,100,false
510,FAM-0490,8850015082902,EAN13,Manufacturer,VERIFIED,High,Sunripe whole sweet corn 185g,Generic,Pantry,Piece,1,1000.00,100,false
511,FAM-0491,6156000715964,EAN13,Manufacturer,VERIFIED,High,John vents Pure cocoa powder 200g,Generic,Pantry,Piece,1,1000.00,100,false
512,FAM-0492,6972361370853,EAN13,Manufacturer,VERIFIED,High,Green giant 340ml,Generic,Pantry,Piece,1,1000.00,100,false
513,FAM-0493,6935897666241,EAN13,Manufacturer,VERIFIED,High,Heinz beanz 415g,Generic,Pantry,Piece,1,1000.00,100,false
514,FAM-0494,6154000014919,EAN13,Manufacturer,VERIFIED,High,Mamador vegetable oil 3.5liter,Generic,Pantry,Piece,1,1000.00,100,false
515,FAM-0495,6156000208435,EAN13,Manufacturer,VERIFIED,High,Power oil 1.4 litre,Generic,Pantry,Piece,1,1000.00,100,false
516,FAM-0496,6151100311887,EAN13,Manufacturer,VERIFIED,High,Devon’s Kings oil 1 liter,Generic,Pantry,Piece,1,1000.00,100,false
517,FAM-0497,6156000100012,EAN13,Manufacturer,VERIFIED,High,POWER OIL 1LTR,Generic,Pantry,Piece,1,1000.00,100,false
518,FAM-0498,8410300362050,EAN13,Manufacturer,VERIFIED,High,Bama mayonnaise 226ml,Generic,Pantry,Piece,1,1000.00,100,false
519,FAM-0499,6154000041632,EAN13,Manufacturer,VERIFIED,High,Golden penny spreed 450g,Generic,Pantry,Piece,1,1000.00,100,false
520,FAM-0500,6154000041625,EAN13,Manufacturer,VERIFIED,High,Golden penny spread 250g,Generic,Pantry,Piece,1,1000.00,100,false
521,FAM-0501,6154000230531,EAN13,Manufacturer,VERIFIED,High,Golden penny choco spread with cocoa 325g,Generic,Pantry,Piece,1,1000.00,100,false
522,FAM-0502,130200024190,EAN13,Manufacturer,VERIFIED,High,Luna small tin 150g,Generic,Pantry,Piece,1,1000.00,100,false
